"placeLabel","toponyms","typeLabel","geometry","cornuData"
"حلوان","حلوان","waystations","POINT (56.22435 33.94771)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ḥulwān', 'cornu_URI': 'HULWAN_562E339N_S', 'toponym_arabic': 'حلوان', 'top_type_orig': 'etape', 'toponym_buckwalter': 'Hulwan', 'toponym_arabic_other': 'حلوان', 'toponym_translit': 'Ḥulwān', 'coord_lat': '33.94771', 'toponym_search': 'Hulwan', 'region_code': 'Mafaza', 'coord_lon': '56.22435', 'region_spelled': 'al-Mafāzaŧ', 'top_type_hom': 'waystations'}"
"فرهاكرد","فرهاكرد","waystations","POINT (59.56978 35.782)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Farhākird', 'cornu_URI': 'FARHAKIRD_595E357N_S', 'toponym_arabic': 'فرهاكرد', 'top_type_orig': 'etape', 'toponym_buckwalter': 'Farhakird', 'toponym_arabic_other': 'فرهاكرد', 'toponym_translit': 'Farhākird', 'coord_lat': '35.78200', 'toponym_search': 'Farhakird', 'region_code': 'Khurasan', 'coord_lon': '59.56978', 'region_spelled': 'Ḫurāsān', 'top_type_hom': 'waystations'}"
"نهر النيل","نهر النيل","waters","POINT (45.10369 32.53829)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Nahr al-Nīl', 'cornu_URI': 'NAHRNIL_451E325N_W', 'toponym_arabic': 'نهر النيل', 'top_type_orig': 'canal', 'toponym_buckwalter': 'Nahr al-Nil', 'toponym_arabic_other': 'نهر النيل', 'toponym_translit': 'Nahr al-Nīl', 'coord_lat': '32.53829', 'toponym_search': 'Nahr al-Nil', 'region_code': 'Iraq', 'coord_lon': '45.10369', 'region_spelled': 'al-ʿIrāq', 'top_type_hom': 'waters'}"
"بيسكند","بيسكند، بيشكند","villages","POINT (58.39294 36.08371)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Bīskand, Bīšakand', 'cornu_URI': 'BISKAND_583E360N_S', 'toponym_arabic': 'بيسكند', 'top_type_orig': 'localite', 'toponym_buckwalter': 'Biskand, Bishakand', 'toponym_arabic_other': 'بيسكند، بيشكند', 'toponym_translit': 'Bīskand', 'coord_lat': '36.08371', 'toponym_search': 'Biskand, Bishakand', 'region_code': 'Khurasan', 'coord_lon': '58.39294', 'region_spelled': 'Ḫurāsān', 'top_type_hom': 'villages'}"
"ارزن","ارزن","villages","POINT (41.65964 37.9789)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Arzan', 'cornu_URI': 'ARZAN_416E379N_S', 'toponym_arabic': 'أرزن', 'top_type_orig': 'localite', 'toponym_buckwalter': 'Arzan', 'toponym_arabic_other': 'أرزن', 'toponym_translit': 'Arzan', 'coord_lat': '37.97890', 'toponym_search': 'Arzan', 'region_code': 'Aqur', 'coord_lon': '41.65964', 'region_spelled': 'Aqūr (al-Jazīraŧ)', 'top_type_hom': 'villages'}"
"نهر الرزب","نهر الرزب، الرزم، الزرم","waters","POINT (41.97905 37.88869)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Nahr al-Razb, al-Razm, al-Zarm', 'cornu_URI': 'NAHRRAZB_419E378N_W', 'toponym_arabic': 'نهر الرزب', 'top_type_orig': 'riviere', 'toponym_buckwalter': 'Nahr al-Razb, al-Razm, al-Zarm', 'toponym_arabic_other': 'نهر الرزب، الرزم، الزرم', 'toponym_translit': 'Nahr al-Razb', 'coord_lat': '37.88869', 'toponym_search': 'Nahr al-Razb, al-Razm, al-Zarm', 'region_code': 'Aqur', 'coord_lon': '41.97905', 'region_spelled': 'Aqūr (al-Jazīraŧ)', 'top_type_hom': 'waters'}"
"هلبك","هلبك","capitals","POINT (69.85097 37.87023)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Hulbuk', 'cornu_URI': 'HULBUK_698E378N_S', 'toponym_arabic': 'هلبك', 'top_type_orig': 'capitale', 'toponym_buckwalter': 'Hulbuk', 'toponym_arabic_other': 'هلبك', 'toponym_translit': 'Hulbuk', 'coord_lat': '37.87023', 'toponym_search': 'Hulbuk', 'region_code': 'Transoxiana', 'coord_lon': '69.85097', 'region_spelled': 'Mā-warāʾ-l-nahr (Transoxiana)', 'top_type_hom': 'capitals'}"
"بانية","بانية","towns","POINT (69.67968 25.32721)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Bānyaŧ', 'cornu_URI': 'BANYA_696E253N_S', 'toponym_arabic': 'بانية', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Banya', 'toponym_arabic_other': 'بانية', 'toponym_translit': 'Bānyaŧ', 'coord_lat': '25.32721', 'toponym_search': 'Banya', 'region_code': 'Sind', 'coord_lon': '69.67968', 'region_spelled': 'al-Sind', 'top_type_hom': 'towns'}"
"الجزيرة","الجزيرة","quarters","POINT (31.21122 30.04436)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Ǧazīraŧ', 'cornu_URI': 'JAZIRA_312E300N_S', 'toponym_arabic': 'الجزيرة', 'top_type_orig': 'quartier', 'toponym_buckwalter': 'al-Jazira', 'toponym_arabic_other': 'الجزيرة', 'toponym_translit': 'al-Ǧazīraŧ', 'coord_lat': '30.04436', 'toponym_search': 'al-Jazira', 'region_code': 'Egypt', 'coord_lon': '31.21122', 'region_spelled': 'Miṣr (Egypt)', 'top_type_hom': 'quarters'}"
"جبل قارين","جبل قارين","sites","POINT (52.55968 36.01794)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ǧabal Qārīn', 'cornu_URI': 'JABALQARIN_525E360N_O', 'toponym_arabic': 'جبل قارين', 'top_type_orig': 'mont', 'toponym_buckwalter': 'Jabal Qarin', 'toponym_arabic_other': 'جبل قارين', 'toponym_translit': 'Ǧabal Qārīn', 'coord_lat': '36.01794', 'toponym_search': 'Jabal Qarin', 'region_code': 'Daylam', 'coord_lon': '52.55968', 'region_spelled': 'al-Daylam', 'top_type_hom': 'sites'}"
"رباط وز","رباط وز","waystations","POINT (51.77613 33.08075)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ribāṭ Wazz', 'cornu_URI': 'RIBATWAZZ_517E330N_S', 'toponym_arabic': 'رباط وز', 'top_type_orig': 'etape', 'toponym_buckwalter': 'Ribat Wazz', 'toponym_arabic_other': 'رباط وز', 'toponym_translit': 'Ribāṭ Wazz', 'coord_lat': '33.08075', 'toponym_search': 'Ribat Wazz', 'region_code': 'Jibal', 'coord_lon': '51.77613', 'region_spelled': 'al-Jibāl', 'top_type_hom': 'waystations'}"
"بحر فارس","بحر فارس","waters","POINT (49.34418 29.93795)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Baḥr Fāris', 'cornu_URI': 'BAHRFARIS_493E299N_W', 'toponym_arabic': 'بحر فارس', 'top_type_orig': 'mer', 'toponym_buckwalter': 'Bahr Faris', 'toponym_arabic_other': 'بحر فارس', 'toponym_translit': 'Baḥr Fāris', 'coord_lat': '29.93795', 'toponym_search': 'Bahr Faris', 'region_code': 'Khuzistan', 'coord_lon': '49.34418', 'region_spelled': 'Ḫūzistān (al-Ahwāz)', 'top_type_hom': 'waters'}"
"اسبيجاب","اسبيجاب","capitals","POINT (69.75409000000001 42.23062)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Isbīǧāb', 'cornu_URI': 'ISBIJAB_697E422N_S', 'toponym_arabic': 'إسبيجاب', 'top_type_orig': 'capitale', 'toponym_buckwalter': 'Isbijab', 'toponym_arabic_other': 'إسبيجاب', 'toponym_translit': 'Isbīǧāb', 'coord_lat': '42.23062', 'toponym_search': 'Isbijab', 'region_code': 'Transoxiana', 'coord_lon': '69.75409', 'region_spelled': 'Mā-warāʾ-l-nahr (Transoxiana)', 'top_type_hom': 'capitals'}"
"الابواب","الابواب","villages","POINT (34.09472 17.49927)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Abwāb', 'cornu_URI': 'ABWAB_340E174N_S', 'toponym_arabic': 'الأبواب', 'top_type_orig': 'localite', 'toponym_buckwalter': 'al-Abwab', 'toponym_arabic_other': 'الأبواب', 'toponym_translit': 'al-Abwāb', 'coord_lat': '17.49927', 'toponym_search': 'al-Abwab', 'region_code': 'Egypt', 'coord_lon': '34.09472', 'region_spelled': 'Miṣr (Egypt)', 'top_type_hom': 'villages'}"
"جروجرد","جروجرد، كنوجرد، ينوجرد، ينوكرد","villages","POINT (61.87474 37.50068)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ǧarūǧird, Kanūǧird, Yanūǧird, Yanūkird', 'cornu_URI': 'JARUJIRD_618E375N_S', 'toponym_arabic': 'جروجرد', 'top_type_orig': 'localite', 'toponym_buckwalter': 'Jarujird, Kanujird, Yanujird, Yanukird', 'toponym_arabic_other': 'جروجرد، كنوجرد، ينوجرد، ينوكرد', 'toponym_translit': 'Ǧarūǧird', 'coord_lat': '37.50068', 'toponym_search': 'Jarujird, Kanujird, Yanujird, Yanukird', 'region_code': 'Khurasan', 'coord_lon': '61.87474', 'region_spelled': 'Ḫurāsān', 'top_type_hom': 'villages'}"
"نهر قويق","نهر قويق","waters","POINT (37.22956 36.29913)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Nahr Quwayq', 'cornu_URI': 'NAHRQUWAYQ_372E362N_W', 'toponym_arabic': 'نهر قويق', 'top_type_orig': 'riviere', 'toponym_buckwalter': 'Nahr Quwayq', 'toponym_arabic_other': 'نهر قويق', 'toponym_translit': 'Nahr Quwayq', 'coord_lat': '36.29913', 'toponym_search': 'Nahr Quwayq', 'region_code': 'Sham', 'coord_lon': '37.22956', 'region_spelled': 'al-Šām (Greater Syria)', 'top_type_hom': 'waters'}"
"البقيعة","البقيعة","waystations","POINT (43.32428 35.62554)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Baqīʿaŧ', 'cornu_URI': 'BAQIA_433E356N_S', 'toponym_arabic': 'البقيعة', 'top_type_orig': 'etape', 'toponym_buckwalter': 'al-Baqia', 'toponym_arabic_other': 'البقيعة', 'toponym_translit': 'al-Baqīʿaŧ', 'coord_lat': '35.62554', 'toponym_search': 'al-Baqia', 'region_code': 'Aqur', 'coord_lon': '43.32428', 'region_spelled': 'Aqūr (al-Jazīraŧ)', 'top_type_hom': 'waystations'}"
"مراقية","مراقية","villages","POINT (35.91774 35.04801)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Marāqiyyaŧ', 'cornu_URI': 'MARAQIYYA_359E350N_S', 'toponym_arabic': 'مراقية', 'top_type_orig': 'localite', 'toponym_buckwalter': 'Maraqiyya', 'toponym_arabic_other': 'مراقية', 'toponym_translit': 'Marāqiyyaŧ', 'coord_lat': '35.04801', 'toponym_search': 'Maraqiyya', 'region_code': 'Sham', 'coord_lon': '35.91774', 'region_spelled': 'al-Šām (Greater Syria)', 'top_type_hom': 'villages'}"
"قرية الملح","قرية الملح","villages","POINT (52.636 35.26209)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Qaryaŧ al-Milḥ', 'cornu_URI': 'QARYAMILH_526E352N_S', 'toponym_arabic': 'قرية الملح', 'top_type_orig': 'localite', 'toponym_buckwalter': 'Qarya al-Milh', 'toponym_arabic_other': 'قرية الملح', 'toponym_translit': 'Qaryaŧ al-Milḥ', 'coord_lat': '35.26209', 'toponym_search': 'Qarya al-Milh', 'region_code': 'Daylam', 'coord_lon': '52.63600', 'region_spelled': 'al-Daylam', 'top_type_hom': 'villages'}"
"قمودة","قمودة","regions","POINT (9.13153 35.15407)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Qamūdaŧ', 'cornu_URI': 'QAMUDA_091E351N_R', 'toponym_arabic': 'قمودة', 'top_type_orig': 'region', 'toponym_buckwalter': 'Qamuda', 'toponym_arabic_other': 'قمودة', 'toponym_translit': 'Qamūdaŧ', 'coord_lat': '35.15407', 'toponym_search': 'Qamuda', 'region_code': 'Maghrib', 'coord_lon': '9.13153', 'region_spelled': 'al-Maġrib', 'top_type_hom': 'regions'}"
"اشتيقان","اشتيقان","towns","POINT (72.05745 40.67718)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Uštīqān', 'cornu_URI': 'USHTIQAN_720E406N_S', 'toponym_arabic': 'أشتيقان', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Ushtiqan', 'toponym_arabic_other': 'أشتيقان', 'toponym_translit': 'Uštīqān', 'coord_lat': '40.67718', 'toponym_search': 'Ushtiqan', 'region_code': 'Transoxiana', 'coord_lon': '72.05745', 'region_spelled': 'Mā-warāʾ-l-nahr (Transoxiana)', 'top_type_hom': 'towns'}"
"كرمينية","كرمينية","towns","POINT (65.40937 40.14581)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Karmiīniyyaŧ', 'cornu_URI': 'KARMIINIYYA_654E401N_S', 'toponym_arabic': 'كرمينية', 'top_type_orig': 'canton', 'toponym_buckwalter': 'Karmiiniyya', 'toponym_arabic_other': 'كرمينية', 'toponym_translit': 'Karmiīniyyaŧ', 'coord_lat': '40.14581', 'toponym_search': 'Karmiiniyya', 'region_code': 'Transoxiana', 'coord_lon': '65.40937', 'region_spelled': 'Mā-warāʾ-l-nahr (Transoxiana)', 'top_type_hom': 'towns'}"
"مايمرغ","مايمرغ","waystations","POINT (65.22233 39.04225)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Māyamurġ', 'cornu_URI': 'MAYAMURGH_652E390N_S', 'toponym_arabic': 'مايمرغ', 'top_type_orig': 'etape', 'toponym_buckwalter': 'Mayamurgh', 'toponym_arabic_other': 'مايمرغ', 'toponym_translit': 'Māyamurġ', 'coord_lat': '39.04225', 'toponym_search': 'Mayamurgh', 'region_code': 'Transoxiana', 'coord_lon': '65.22233', 'region_spelled': 'Mā-warāʾ-l-nahr (Transoxiana)', 'top_type_hom': 'waystations'}"
"نهر مرغب","نهر مرغب","waters","POINT (62.52603 36.73407)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Nahr Murġab', 'cornu_URI': 'NAHRMURGHAB_625E367N_W', 'toponym_arabic': 'نهر مرغب', 'top_type_orig': 'riviere', 'toponym_buckwalter': 'Nahr Murghab', 'toponym_arabic_other': 'نهر مرغب', 'toponym_translit': 'Nahr Murġab', 'coord_lat': '36.73407', 'toponym_search': 'Nahr Murghab', 'region_code': 'Khurasan', 'coord_lon': '62.52603', 'region_spelled': 'Ḫurāsān', 'top_type_hom': 'waters'}"
"رفنية","رفنية","towns","POINT (36.41054 34.93133)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Rafaniyyaŧ', 'cornu_URI': 'RAFANIYYA_364E349N_S', 'toponym_arabic': 'رفنية', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Rafaniyya', 'toponym_arabic_other': 'رفنية', 'toponym_translit': 'Rafaniyyaŧ', 'coord_lat': '34.93133', 'toponym_search': 'Rafaniyya', 'region_code': 'Sham', 'coord_lon': '36.41054', 'region_spelled': 'al-Šām (Greater Syria)', 'top_type_hom': 'towns'}"
"عين التمر","عين التمر","towns","POINT (43.52574 32.62337)","{'coord_certainty': 'certain', 'toponym_translit_other': 'ʿAyn al-Tamr', 'cornu_URI': 'AYNTAMR_435E326N_S', 'toponym_arabic': 'عين التمر', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Ayn al-Tamr', 'toponym_arabic_other': 'عين التمر', 'toponym_translit': 'ʿAyn al-Tamr', 'coord_lat': '32.62337', 'toponym_search': 'Ayn al-Tamr', 'region_code': 'Iraq', 'coord_lon': '43.52574', 'region_spelled': 'al-ʿIrāq', 'top_type_hom': 'towns'}"
"جبل حمير","جبل حمير","sites","POINT (43.94813 13.88026)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ǧabal Ḥimyar', 'cornu_URI': 'JABALHIMYAR_439E138N_O', 'toponym_arabic': 'جبل حمير', 'top_type_orig': 'mont', 'toponym_buckwalter': 'Jabal Himyar', 'toponym_arabic_other': 'جبل حمير', 'toponym_translit': 'Ǧabal Ḥimyar', 'coord_lat': '13.88026', 'toponym_search': 'Jabal Himyar', 'region_code': 'Yemen', 'coord_lon': '43.94813', 'region_spelled': 'al-Yaman', 'top_type_hom': 'sites'}"
"اوزجند","اوزجند","towns","POINT (73.39026 40.81074)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ūzǧand', 'cornu_URI': 'UZJAND_733E408N_S', 'toponym_arabic': 'أوزجند', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Uzjand', 'toponym_arabic_other': 'أوزجند', 'toponym_translit': 'Ūzǧand', 'coord_lat': '40.81074', 'toponym_search': 'Uzjand', 'region_code': 'Transoxiana', 'coord_lon': '73.39026', 'region_spelled': 'Mā-warāʾ-l-nahr (Transoxiana)', 'top_type_hom': 'towns'}"
"هفدر","هفدر","waystations","POINT (56.13276 36.36629)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Hafdar', 'cornu_URI': 'HAFDAR_561E363N_S', 'toponym_arabic': 'هفدر', 'top_type_orig': 'etape', 'toponym_buckwalter': 'Hafdar', 'toponym_arabic_other': 'هفدر', 'toponym_translit': 'Hafdar', 'coord_lat': '36.36629', 'toponym_search': 'Hafdar', 'region_code': 'Daylam', 'coord_lon': '56.13276', 'region_spelled': 'al-Daylam', 'top_type_hom': 'waystations'}"
"طرثيث","طرثيث، ترشيز، طريثيث","capitals","POINT (58.4113 35.13557)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ṭurṯīṯ, Turšīz, Ṭurayṯīṯ', 'cornu_URI': 'TURTHITH_584E351N_S', 'toponym_arabic': 'طرثيث', 'top_type_orig': 'cheflieu', 'toponym_buckwalter': 'Turthith, Turshiz, Turaythith', 'toponym_arabic_other': 'طرثيث، ترشيز، طريثيث', 'toponym_translit': 'Ṭurṯīṯ', 'coord_lat': '35.13557', 'toponym_search': 'Turthith, Turshiz, Turaythith', 'region_code': 'Khurasan', 'coord_lon': '58.41130', 'region_spelled': 'Ḫurāsān', 'top_type_hom': 'capitals'}"
"بامقرا","بامقرا، بامقدة","waystations","POINT (39.3345 37.75537)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Bāmaqarā, Bāmaqdaŧ', 'cornu_URI': 'BAMAQARA_393E377N_S', 'toponym_arabic': 'بامقرا', 'top_type_orig': 'etape', 'toponym_buckwalter': 'Bamaqara, Bamaqda', 'toponym_arabic_other': 'بامقرا، بامقدة', 'toponym_translit': 'Bāmaqarā', 'coord_lat': '37.75537', 'toponym_search': 'Bamaqara, Bamaqda', 'region_code': 'Aqur', 'coord_lon': '39.33450', 'region_spelled': 'Aqūr (al-Jazīraŧ)', 'top_type_hom': 'waystations'}"
"خرمق","خرمق","regions","POINT (51.39095 28.66191)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ḫurmuq', 'cornu_URI': 'KHURMUQ_513E286N_R', 'toponym_arabic': 'خرمق', 'top_type_orig': 'region', 'toponym_buckwalter': 'Khurmuq', 'toponym_arabic_other': 'خرمق', 'toponym_translit': 'Ḫurmuq', 'coord_lat': '28.66191', 'toponym_search': 'Khurmuq', 'region_code': 'Faris', 'coord_lon': '51.39095', 'region_spelled': 'Fārs(or Fāris)', 'top_type_hom': 'regions'}"
"صفين","صفين","sites","POINT (38.4104 35.8566)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ṣiffīn', 'cornu_URI': 'SIFFIN_384E358N_O', 'toponym_arabic': 'صفين', 'top_type_orig': 'lieu', 'toponym_buckwalter': 'Siffin', 'toponym_arabic_other': 'صفين', 'toponym_translit': 'Ṣiffīn', 'coord_lat': '35.85660', 'toponym_search': 'Siffin', 'region_code': 'Aqur', 'coord_lon': '38.41040', 'region_spelled': 'Aqūr (al-Jazīraŧ)', 'top_type_hom': 'sites'}"
"اصبهان","اصبهان، اصفهان","regions","POINT (51.65 32.66855)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Iṣbahān, Iṣfahān', 'cornu_URI': 'ISBAHAN_516E326N_R', 'toponym_arabic': 'إصبهان', 'top_type_orig': 'circon', 'toponym_buckwalter': 'Isbahan, Isfahan', 'toponym_arabic_other': 'إصبهان، إصفهان', 'toponym_translit': 'Iṣbahān', 'coord_lat': '32.66855', 'toponym_search': 'Isbahan, Isfahan', 'region_code': 'Jibal', 'coord_lon': '51.65000', 'region_spelled': 'al-Jibāl', 'top_type_hom': 'regions'}"
"الخزر","الخزر","regions","POINT (47.55892 47.42616)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Ḫazar', 'cornu_URI': 'KHAZAR_475E474N_R', 'toponym_arabic': 'الخزر', 'top_type_orig': 'region', 'toponym_buckwalter': 'al-Khazar', 'toponym_arabic_other': 'الخزر', 'toponym_translit': 'al-Ḫazar', 'coord_lat': '47.42616', 'toponym_search': 'al-Khazar', 'region_code': 'Khazar', 'coord_lon': '47.55892', 'region_spelled': 'al-Ḫazar', 'top_type_hom': 'regions'}"
"سيوي","سيوي، سيوة","capitals","POINT (67.85288 29.53796)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Sīwī, Sīwaŧ', 'cornu_URI': 'SIWI_678E295N_S', 'toponym_arabic': 'سيوي', 'top_type_orig': 'cheflieu', 'toponym_buckwalter': 'Siwi, Siwa', 'toponym_arabic_other': 'سيوي، سيوة', 'toponym_translit': 'Sīwī', 'coord_lat': '29.53796', 'toponym_search': 'Siwi, Siwa', 'region_code': 'Sijistan', 'coord_lon': '67.85288', 'region_spelled': 'Sijistān (Sīstān)', 'top_type_hom': 'capitals'}"
"بندنيجان","بندنيجان، بندنيجين","towns","POINT (45.48927 33.71797)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Bandanīǧān, Bandanīǧīn', 'cornu_URI': 'BANDANIJAN_454E337N_S', 'toponym_arabic': 'بندنيجان', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Bandanijan, Bandanijin', 'toponym_arabic_other': 'بندنيجان، بندنيجين', 'toponym_translit': 'Bandanīǧān', 'coord_lat': '33.71797', 'toponym_search': 'Bandanijan, Bandanijin', 'region_code': 'Iraq', 'coord_lon': '45.48927', 'region_spelled': 'al-ʿIrāq', 'top_type_hom': 'towns'}"
